,Year,Mileage,Engine,Power,Price,Miles_Driven,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Owner_Type_First,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third
327,2012,46,796.0,46.3,3422,23612,0,0,0,1,0,1,1,0,0,0
328,2013,45,1968.0,141.0,11409,481562,0,1,0,0,1,0,1,0,0,0
329,2008,26,1794.0,125.0,4259,49709,0,0,0,1,1,0,1,0,0,0
330,2016,43,1197.0,81.83,11652,15517,0,0,0,1,0,1,1,0,0,0
331,2016,57,1248.0,88.5,10876,27961,0,1,0,0,0,1,1,0,0,0
332,2010,39,1497.0,118.0,5324,54326,0,0,0,1,0,1,1,0,0,0
333,2014,42,1248.0,75.0,5324,83228,0,1,0,0,0,1,0,0,1,0
334,2013,60,1498.0,98.6,5248,35418,0,1,0,0,0,1,1,0,0,0
335,2016,49,814.0,55.2,5400,17338,0,0,0,1,0,1,1,0,0,0
336,2015,51,1995.0,190.0,39536,19086,0,1,0,0,1,0,0,0,1,0
337,2012,52,1582.0,126.32,7986,49709,0,1,0,0,0,1,1,0,0,0
338,2013,49,1248.0,88.8,4411,29393,0,1,0,0,0,1,1,0,0,0
339,2005,33,1984.0,227.0,3118,62137,0,0,0,1,1,0,1,0,0,0
340,2017,56,998.0,67.1,5704,18641,0,0,0,1,0,1,1,0,0,0
341,2014,53,1498.0,89.84,10268,42253,0,1,0,0,0,1,1,0,0,0
342,2011,42,995.0,62.0,1445,13048,0,0,0,1,0,1,0,0,1,0
343,2017,45,1999.0,177.0,79103,13048,0,1,0,0,1,0,1,0,0,0
344,2007,30,1997.0,141.1,5947,73943,0,0,0,1,0,1,0,0,0,1
345,2019,34,1798.0,177.46,41529,8541,0,0,0,1,1,0,1,0,0,0
346,2009,47,1197.0,78.9,4107,385250,0,0,0,1,0,1,1,0,0,0
347,2013,53,1248.0,74.0,5324,43495,0,1,0,0,0,1,1,0,0,0
348,2016,43,1197.0,83.14,9431,11184,0,0,0,1,1,0,1,0,0,0
349,2011,54,1461.0,63.1,4183,51573,0,1,0,0,0,1,1,0,0,0
350,2015,55,1248.0,74.0,4943,80778,0,1,0,0,0,1,1,0,0,0
351,2012,41,1399.0,67.0,4943,39394,0,1,0,0,0,1,1,0,0,0
352,2003,40,993.0,60.0,988,40389,0,0,0,1,0,1,1,0,0,0
353,2017,32,1998.0,192.0,53242,5188,0,0,0,1,0,1,1,0,0,0
354,2014,55,1364.0,67.05,4943,27961,0,1,0,0,0,1,1,0,0,0
355,2018,58,796.0,47.3,4411,16279,0,0,0,1,0,1,1,0,0,0
356,2011,44,796.0,47.0,4411,6835,0,0,0,1,0,1,0,0,0,1
357,2009,25,2993.0,235.0,27001,55923,0,1,0,0,1,0,0,0,1,0
358,2015,26,2496.0,179.5,12550,45981,0,0,0,1,1,0,0,0,1,0
359,2015,44,1197.0,82.0,8777,23041,0,0,0,1,1,0,1,0,0,0
360,2017,57,1248.0,88.5,14436,24233,0,1,0,0,0,1,1,0,0,0
361,2008,28,2967.0,241.4,19699,61515,0,1,0,0,1,0,0,0,0,1
362,2015,42,2143.0,136.0,30424,23612,0,1,0,0,1,0,1,0,0,0
363,2007,37,796.0,37.0,1521,44738,0,0,0,1,0,1,0,0,0,1
364,2015,48,1461.0,83.8,10800,57787,0,1,0,0,0,1,0,0,1,0
365,2017,50,1364.0,87.2,25100,3666,0,1,0,0,0,1,1,0,0,0
366,2014,37,2148.0,170.0,39551,15534,0,1,0,0,0,1,1,0,0,0
367,2010,49,1248.0,73.9,4867,42253,0,1,0,0,0,1,0,0,1,0
368,2017,37,1497.0,117.3,14421,22168,0,0,0,1,1,0,1,0,0,0
369,2015,57,1120.0,71.0,6084,46174,0,1,0,0,0,1,1,0,0,0
370,2014,33,2143.0,203.0,40312,36887,0,1,0,0,1,0,1,0,0,0
371,2014,34,1595.0,120.7,17904,25712,0,0,0,1,1,0,0,0,1,0
372,2017,35,2143.0,204.0,56285,21064,0,1,0,0,1,0,1,0,0,0
373,2016,41,1497.0,117.3,13310,17398,0,0,0,1,0,1,1,0,0,0
374,2011,39,1497.0,118.0,5704,58397,0,0,0,1,0,1,1,0,0,0
375,2010,38,1599.0,103.2,3803,59030,0,0,0,1,0,1,1,0,0,0
376,2017,31,1999.0,246.74,52482,5592,0,0,0,1,1,0,1,0,0,0
377,2015,42,1198.0,86.7,7073,32631,0,0,0,1,0,1,1,0,0,0
378,2015,44,1598.0,122.0,48679,12427,0,0,0,1,1,0,1,0,0,0
379,2017,31,2987.0,282.0,95547,35077,0,1,0,0,1,0,1,0,0,0
380,2014,49,814.0,55.2,4943,22990,0,0,0,1,0,1,1,0,0,0
381,2014,48,998.0,67.04,4715,10811,0,0,0,1,0,1,1,0,0,0
382,2011,49,1248.0,73.9,5947,56052,0,1,0,0,0,1,1,0,0,0
383,2011,37,1995.0,181.0,16733,55684,0,1,0,0,1,0,1,0,0,0
384,2014,31,2179.0,138.03,5324,52816,0,1,0,0,0,1,1,0,0,0
385,2014,47,1968.0,143.0,25100,49256,0,1,0,0,1,0,1,0,0,0
386,2012,29,2179.0,187.7,45636,34796,0,1,0,0,1,0,1,0,0,0
387,2010,28,2987.0,224.0,42594,52817,0,1,0,0,1,0,0,0,1,0
388,2018,31,2477.0,175.56,42594,7456,0,1,0,0,1,0,1,0,0,0
389,2010,46,796.0,46.3,1399,77671,0,0,0,1,0,1,1,0,0,0
390,2013,32,1061.0,64.0,4183,32932,0,0,0,1,0,1,1,0,0,0
391,2017,29,2179.0,187.7,81887,21741,0,1,0,0,1,0,1,0,0,0
392,2011,40,1591.0,121.3,7530,30924,0,0,0,1,0,1,0,0,1,0
393,2013,39,2993.0,218.0,50960,34796,0,1,0,0,1,0,1,0,0,0
394,2013,34,2993.0,270.9,42518,46602,0,1,0,0,1,0,1,0,0,0
395,2010,32,1798.0,157.75,11028,35418,0,0,0,1,1,0,1,0,0,0
396,2017,36,1968.0,174.33,39110,23327,0,1,0,0,1,0,1,0,0,0
397,2014,29,2179.0,187.7,45134,59433,0,1,0,0,1,0,1,0,0,0
398,2013,34,2143.0,170.0,28903,21933,0,1,0,0,1,0,1,0,0,0
399,2017,36,2179.0,120.0,19851,17686,0,1,0,0,0,1,1,0,0,0
400,2015,51,1995.0,190.0,38791,25476,0,1,0,0,1,0,1,0,0,0
401,2017,36,1497.0,117.3,12930,5592,0,0,0,1,0,1,1,0,0,0
402,2010,37,2400.0,215.0,11028,57227,0,1,0,0,1,0,0,0,1,0
403,2005,31,1495.0,94.0,1216,3625,0,0,0,1,0,1,1,0,0,0
404,2017,40,1197.0,81.86,10496,25010,0,0,0,1,0,1,1,0,0,0
405,2018,27,2996.0,367.0,107991,13916,0,0,0,1,1,0,1,0,0,0
406,2015,49,814.0,55.2,3422,12924,0,0,0,1,0,1,0,0,1,0
407,2018,44,1197.0,81.86,8366,25054,0,0,0,1,0,1,1,0,0,0
408,2013,30,1493.0,100.0,6617,32669,0,0,0,1,0,1,1,0,0,0
409,2010,38,1198.0,73.9,3422,34175,0,0,0,1,0,1,1,0,0,0
410,2016,35,1798.0,187.74,37269,29204,0,0,0,1,1,0,1,0,0,0
411,2017,35,1591.0,121.3,18300,14392,0,0,0,1,0,1,1,0,0,0
412,2011,27,1796.0,186.0,12930,31068,0,0,0,1,1,0,0,0,1,0
413,2014,39,1998.0,189.08,43354,7394,0,0,0,1,1,0,1,0,0,0
414,2013,55,1364.0,67.04,8747,22990,0,1,0,0,0,1,1,0,0,0
415,2014,45,1198.0,86.8,4867,18641,0,0,0,1,0,1,0,0,1,0
416,2018,50,1197.0,83.1,15044,7972,0,0,0,1,1,0,1,0,0,0
417,2012,47,1968.0,138.1,10009,88866,0,1,0,0,1,0,1,0,0,0
418,2018,49,814.0,55.2,6176,8141,0,0,0,1,0,1,1,0,0,0
419,2019,47,1461.0,108.45,20338,15503,0,1,0,0,0,1,1,0,0,0
420,2011,38,2993.0,258.0,39277,35935,0,1,0,0,1,0,1,0,0,0
421,2016,53,796.0,47.3,5689,21292,0,0,0,1,0,1,1,0,0,0
422,2015,39,1984.0,150.0,33466,20505,0,1,0,0,1,0,0,0,1,0
423,2007,44,998.0,67.1,2205,34237,0,0,0,1,0,1,1,0,0,0
424,2008,41,1497.0,78.0,3042,24854,0,0,0,1,0,1,1,0,0,0
425,2017,35,1196.0,73.0,7149,19785,1,0,0,0,0,1,1,0,0,0
426,2014,32,1399.0,98.79,5704,9320,0,0,0,1,0,1,1,0,0,0
427,2016,37,2523.0,62.1,11713,51422,0,1,0,0,0,1,1,0,0,0
428,2014,49,814.0,55.2,3955,12800,0,0,0,1,0,1,1,0,0,0
429,2017,30,1591.0,121.3,20947,18611,0,0,0,1,1,0,1,0,0,0
430,2017,37,1598.0,103.5,10800,9320,0,0,0,1,0,1,0,0,1,0
431,2008,30,1799.0,130.0,4031,38486,0,0,0,1,1,0,0,0,1,0
432,2014,52,1248.0,74.0,3803,41631,0,1,0,0,0,1,1,0,0,0
433,2013,37,2179.0,140.0,11454,38321,0,1,0,0,0,1,1,0,0,0
434,2017,43,1197.0,81.83,12139,16270,0,0,0,1,0,1,1,0,0,0
435,2014,33,1968.0,174.3,59327,23612,0,1,0,0,1,0,0,0,1,0
436,2011,43,1197.0,85.8,3422,41631,0,0,0,1,0,1,0,0,1,0
437,2010,30,1999.0,114.0,5856,41010,0,0,0,1,0,1,0,0,1,0
438,2015,30,2494.0,102.0,20536,50258,0,1,0,0,0,1,1,0,0,0
439,2016,64,793.0,47.0,5324,49845,0,1,0,0,0,1,1,0,0,0
440,2018,59,1248.0,88.5,13569,8029,0,1,0,0,0,1,1,0,0,0
441,2016,35,1968.0,181.0,30987,53836,0,1,0,0,1,0,1,0,0,0
442,2016,51,1995.0,190.0,55524,11952,0,1,0,0,1,0,1,0,0,0
443,2016,26,4134.0,335.2,74402,31691,0,1,0,0,1,0,1,0,0,0
444,2016,43,1197.0,81.83,10952,4225,0,0,0,1,0,1,1,0,0,0
445,2012,44,1461.0,108.45,9112,51417,0,1,0,0,0,1,1,0,0,0
446,2016,57,1120.0,71.0,7986,31689,0,1,0,0,0,1,1,0,0,0
447,2014,53,1498.0,89.84,9887,19551,0,1,0,0,0,1,1,0,0,0
448,2013,38,1198.0,73.9,6693,47519,0,0,0,1,0,1,1,0,0,0
449,2017,56,1120.0,70.0,6997,8699,0,1,0,0,0,1,1,0,0,0
450,2013,49,1248.0,88.8,4487,29204,0,1,0,0,0,1,1,0,0,0
451,2011,39,1497.0,118.0,4959,30115,0,0,0,1,0,1,1,0,0,0
452,2008,42,1086.0,62.1,3377,28583,0,0,0,1,0,1,0,0,1,0
453,2012,30,2494.0,100.0,15972,101074,0,1,0,0,0,1,1,0,0,0
454,2017,66,1248.0,88.5,12565,15622,0,1,0,0,0,1,1,0,0,0
455,2013,29,2982.0,169.0,21981,42874,0,1,0,0,0,1,1,0,0,0
456,2018,29,1950.0,191.34,78236,16407,0,0,0,1,1,0,1,0,0,0
457,2014,37,2148.0,170.0,34988,27961,0,1,0,0,0,1,1,0,0,0
458,2012,41,1968.0,108.49,8366,39944,0,1,0,0,0,1,1,0,0,0
459,2015,44,1197.0,82.0,6845,16777,0,0,0,1,0,1,1,0,0,0
460,2018,42,1196.0,86.8,10344,2285,0,0,0,1,0,1,1,0,0,0
461,2013,39,1395.0,138.02,13310,13048,0,0,0,1,0,1,1,0,0,0
462,2015,46,1461.0,83.8,10648,41631,0,1,0,0,0,1,0,0,1,0
463,2015,36,1999.0,177.0,50960,14912,0,1,0,0,1,0,0,0,1,0
464,2011,47,1399.0,68.0,3422,46602,0,1,0,0,0,1,0,0,1,0
465,2008,30,2953.0,156.0,6449,111225,0,1,0,0,1,0,0,0,1,0
466,2017,29,2982.0,168.5,43233,29327,0,1,0,0,0,1,1,0,0,0
467,2012,51,1199.0,73.9,4183,32311,0,1,0,0,0,1,1,0,0,0
468,2011,54,1248.0,73.94,4563,56544,0,1,0,0,0,1,1,0,0,0
469,2013,54,1461.0,63.1,5400,37282,0,1,0,0,0,1,1,0,0,0
470,2013,52,1582.0,126.32,7301,23533,0,1,0,0,0,1,1,0,0,0
471,2011,25,2497.0,150.0,20536,19262,0,0,0,1,1,0,1,0,0,0
472,2017,25,2987.0,258.0,85188,80156,0,1,0,0,1,0,1,0,0,0
473,2004,28,2354.0,187.4,6069,48466,0,0,0,1,1,0,1,0,0,0
474,2016,40,1582.0,126.2,23578,19883,0,1,0,0,1,0,1,0,0,0
475,2010,46,1086.0,68.05,3529,36660,0,0,0,1,0,1,0,0,1,0
476,2016,47,2143.0,136.0,28264,22019,0,1,0,0,1,0,1,0,0,0
477,2014,37,1373.0,93.7,8366,60894,0,0,0,1,0,1,1,0,0,0
478,2006,43,1896.0,66.0,4867,44738,0,1,0,0,0,1,0,0,1,0
479,2015,42,1198.0,86.7,6084,49088,0,0,0,1,0,1,1,0,0,0
480,2004,40,993.0,60.0,2433,18019,0,0,0,1,0,1,1,0,0,0
481,2013,36,1586.0,103.3,6313,41017,0,0,0,1,0,1,1,0,0,0
482,2014,38,1198.0,86.8,6465,21747,0,0,0,1,1,0,1,0,0,0
483,2011,44,998.0,67.1,3955,46602,0,0,0,1,0,1,1,0,0,0
484,2008,28,2362.0,164.7,5217,49709,0,0,0,1,1,0,0,0,1,0
485,2012,43,1199.0,79.4,3879,20329,0,0,0,1,0,1,1,0,0,0
486,2017,29,2982.0,168.5,48679,15534,0,1,0,0,1,0,1,0,0,0
487,2014,53,1498.0,89.84,9507,49088,0,1,0,0,0,1,1,0,0,0
488,2010,41,1248.0,75.0,5476,53437,0,1,0,0,0,1,0,0,1,0
489,2010,31,2987.0,282.0,28142,85127,0,1,0,0,1,0,1,0,0,0
490,2015,40,1497.0,117.3,6465,15534,0,0,0,1,0,1,0,0,1,0
491,2017,44,1197.0,82.0,7301,5281,0,0,0,1,0,1,0,0,1,0
492,2015,37,2179.0,140.0,19775,21126,0,1,0,0,1,0,1,0,0,0
493,2012,34,1598.0,105.0,3422,25867,0,0,0,1,0,1,0,0,1,0
494,2009,42,1086.0,62.1,3498,49850,0,0,0,1,0,1,1,0,0,0
495,2019,35,1591.0,121.3,20627,5335,0,0,0,1,0,1,1,0,0,0
496,2017,36,1997.0,120.0,18634,18641,0,1,0,0,0,1,1,0,0,0
497,2013,48,1598.0,103.5,5719,39883,0,1,0,0,0,1,1,0,0,0
498,2015,44,1461.0,108.45,13052,47489,0,1,0,0,0,1,1,0,0,0
499,2011,27,2993.0,245.0,41833,46602,0,1,0,0,1,0,1,0,0,0
500,2013,41,1496.0,88.73,7530,16823,0,0,0,1,0,1,1,0,0,0
501,2012,52,998.0,67.04,5020,18641,0,0,0,1,0,1,1,0,0,0
502,2016,37,1591.0,121.3,12169,43144,0,0,0,1,0,1,1,0,0,0
503,2014,54,998.0,67.04,4244,34796,0,0,0,1,0,1,1,0,0,0
504,2017,29,2179.0,187.7,69428,30618,0,1,0,0,1,0,1,0,0,0
505,2014,43,1199.0,76.8,3879,5405,0,0,0,1,0,1,1,0,0,0
506,2014,59,624.0,37.5,1521,11184,0,0,0,1,0,1,0,0,1,0
507,2017,41,1968.0,174.33,57137,25501,0,1,0,0,1,0,1,0,0,0
508,2009,25,2987.0,198.5,14132,49997,0,1,0,0,1,0,0,0,1,0
509,2019,51,1197.0,81.8,9690,12841,0,0,0,1,0,1,1,0,0,0
510,2013,34,1368.0,112.0,4533,37458,0,0,0,1,0,1,1,0,0,0
511,2017,47,1197.0,81.8,8747,19694,0,0,0,1,0,1,1,0,0,0
512,2010,27,2982.0,171.0,19775,62137,0,1,0,0,0,1,1,0,0,0
513,2014,37,1373.0,93.7,10344,8302,0,0,0,1,0,1,1,0,0,0
514,2010,28,1995.0,154.0,15957,30070,0,0,0,1,1,0,1,0,0,0
515,2014,37,1373.0,93.7,8518,29452,0,0,0,1,0,1,1,0,0,0
516,2010,39,1497.0,118.0,4335,42874,0,0,0,1,1,0,0,0,1,0
517,2013,34,2199.0,194.3,12717,40561,0,1,0,0,0,1,1,0,0,0
518,2005,39,1405.0,70.0,1521,67108,0,1,0,0,0,1,1,0,0,0
519,2010,25,2497.0,204.0,16353,31469,0,0,0,1,1,0,0,0,1,0
520,2011,45,1248.0,73.9,5856,80779,0,1,0,0,0,1,1,0,0,0
521,2012,41,1399.0,67.0,4563,66486,0,1,0,0,0,1,1,0,0,0
522,2015,42,1497.0,117.3,14603,26066,0,0,0,1,1,0,1,0,0,0
523,2012,30,2982.0,168.5,20156,67729,0,1,0,0,0,1,1,0,0,0
524,2016,42,1198.0,86.7,8747,5592,0,0,0,1,0,1,1,0,0,0
525,2014,53,1396.0,88.73,10268,27278,0,1,0,0,0,1,1,0,0,0
526,2013,42,1248.0,73.8,7377,39767,0,1,0,0,0,1,0,0,1,0
527,2019,0,1950.0,181.43,59312,8195,0,0,0,1,1,0,1,0,0,0
528,2009,29,1586.0,103.2,4335,48250,0,0,0,1,1,0,1,0,0,0
529,2012,30,2494.0,100.0,14466,34175,0,1,0,0,0,1,1,0,0,0
530,2012,43,1995.0,177.0,28142,37220,0,1,0,0,1,0,0,0,1,0
531,2015,44,1461.0,108.45,10268,45695,0,1,0,0,0,1,1,0,0,0
532,2017,48,1995.0,190.0,44723,19663,0,1,0,0,1,0,1,0,0,0
533,2009,41,1497.0,78.0,5004,43303,0,0,0,1,0,1,1,0,0,0
534,2016,66,1248.0,88.5,14451,25476,0,1,0,0,0,1,1,0,0,0
535,2010,41,1298.0,85.8,3346,67853,0,0,0,1,0,1,0,0,1,0
536,2012,35,2179.0,140.0,9887,49709,0,1,0,0,0,1,1,0,0,0
537,2007,31,1799.0,130.0,7453,31689,0,0,0,1,0,1,1,0,0,0
538,2013,59,1248.0,88.5,10268,65243,0,1,0,0,0,1,0,0,1,0
539,2013,55,1364.0,67.04,5780,111225,0,1,0,0,0,1,1,0,0,0
540,2013,23,1984.0,207.8,44875,7518,0,0,0,1,1,0,1,0,0,0
541,2017,49,1498.0,108.4,15972,19262,0,1,0,0,0,1,1,0,0,0
542,2015,47,1498.0,88.8,9431,31068,0,1,0,0,0,1,1,0,0,0
543,2009,39,1896.0,105.0,7606,29825,0,1,0,0,1,0,1,0,0,0
544,2007,45,1461.0,65.0,3498,21747,0,1,0,0,0,1,1,0,0,0
545,2016,26,2755.0,171.5,25860,62261,0,1,0,0,1,0,1,0,0,0
546,2014,44,1995.0,184.0,38791,29204,0,1,0,0,1,0,1,0,0,0
547,2015,64,1498.0,98.6,8594,39545,0,1,0,0,0,1,1,0,0,0
548,2015,60,1498.0,98.6,8518,38866,0,1,0,0,0,1,1,0,0,0
549,2015,38,2179.0,187.7,45606,23201,0,1,0,0,1,0,1,0,0,0
550,2016,62,1248.0,74.0,11241,23898,0,1,0,0,0,1,1,0,0,0
551,2018,40,1956.0,170.0,28903,18019,0,1,0,0,0,1,1,0,0,0
552,2010,29,1794.0,132.0,7606,19262,0,0,0,1,0,1,1,0,0,0
553,2011,39,1497.0,118.0,5096,26151,0,0,0,1,0,1,1,0,0,0
554,2013,43,1197.0,85.8,6769,30447,0,0,0,1,0,1,1,0,0,0
555,2019,52,1582.0,126.32,12641,47994,0,1,0,0,1,0,1,0,0,0
556,2012,37,2523.0,62.1,9127,65243,0,1,0,0,0,1,0,0,1,0
557,2014,53,1248.0,74.0,7986,21747,0,1,0,0,0,1,1,0,0,0
558,2012,41,1968.0,174.33,18711,125567,0,1,0,0,1,0,1,0,0,0
559,2004,32,1299.0,70.0,2281,80156,0,0,0,1,0,1,0,0,0,1
560,2018,47,1498.0,88.0,12352,20851,0,1,0,0,0,1,1,0,0,0
561,2012,31,2523.0,63.0,9309,37450,0,1,0,0,0,1,1,0,0,0
562,2017,59,1498.0,98.6,16550,28189,0,1,0,0,0,1,1,0,0,0
563,2014,42,1199.0,82.5,5324,5903,0,0,0,1,0,1,1,0,0,0
564,2016,43,1197.0,81.83,9355,26322,0,0,0,1,0,1,1,0,0,0
565,2016,40,1995.0,184.0,50200,13048,0,1,0,0,1,0,1,0,0,0
566,2012,35,1995.0,177.0,20536,9444,0,1,0,0,1,0,1,0,0,0
567,2015,29,2982.0,168.5,26028,27147,0,1,0,0,1,0,1,0,0,0
568,2014,26,4134.0,335.2,45286,49663,0,1,0,0,1,0,1,0,0,0
569,2013,48,1248.0,88.76,9051,32978,0,1,0,0,0,1,1,0,0,0
570,2015,43,1197.0,80.0,8747,36660,0,0,0,1,0,1,1,0,0,0
571,2006,23,3498.0,364.9,28903,29259,0,0,0,1,1,0,0,0,1,0
572,2014,48,1461.0,83.8,7225,34175,0,1,0,0,0,1,1,0,0,0
573,2013,40,1493.0,100.0,5020,49976,0,1,0,0,0,1,0,0,1,0
574,2013,29,2982.0,168.5,25100,44696,0,1,0,0,1,0,1,0,0,0
575,2014,37,2993.0,258.0,66933,11806,0,1,0,0,1,0,1,0,0,0
576,2011,45,1248.0,73.9,6678,50802,0,1,0,0,0,1,1,0,0,0
577,2018,59,1248.0,74.0,9431,32317,0,1,0,0,0,1,1,0,0,0
578,2016,31,1984.0,177.01,36843,36631,0,0,0,1,1,0,1,0,0,0
579,2008,24,2835.0,107.2,8290,57787,0,1,0,0,0,1,0,0,0,1
580,2016,38,2179.0,187.7,66933,6213,0,1,0,0,1,0,1,0,0,0
581,2019,26,2755.0,171.5,37756,25273,0,1,0,0,1,0,1,0,0,0
582,2015,45,1968.0,141.0,17783,31068,0,1,0,0,1,0,1,0,0,0
583,2018,33,1798.0,138.03,30424,827,0,0,0,1,1,0,1,0,0,0
584,2010,46,796.0,35.0,2205,37282,0,0,0,1,0,1,1,0,0,0
585,2018,42,2143.0,170.0,73779,6215,0,1,0,0,1,0,1,0,0,0
586,2016,50,1498.0,108.5,14375,15534,0,1,0,0,1,0,1,0,0,0
587,2015,37,2179.0,140.0,19015,45360,0,1,0,0,0,1,1,0,0,0
588,2014,48,1461.0,83.8,10496,37258,0,1,0,0,0,1,1,0,0,0
589,2012,52,1582.0,126.32,8823,44738,0,1,0,0,0,1,0,0,1,0
590,2016,34,2993.0,258.0,67785,13028,0,1,0,0,1,0,1,0,0,0
591,2015,36,2179.0,120.0,12930,21747,0,1,0,0,0,1,0,0,1,0
592,2017,56,1582.0,126.2,16277,23646,0,1,0,0,0,1,1,0,0,0
593,2009,28,2967.0,241.4,18254,58408,0,1,0,0,1,0,0,0,1,0
594,2010,34,1150.0,76.0,3711,39914,0,0,0,1,0,1,1,0,0,0
595,2000,31,2523.0,63.0,2966,77050,0,1,0,0,0,1,1,0,0,0
596,2014,44,1197.0,82.0,6617,4598,0,0,0,1,0,1,1,0,0,0
597,2017,32,2393.0,147.8,26621,32311,0,1,0,0,0,1,1,0,0,0
598,2015,49,814.0,55.2,4411,42727,0,0,0,1,0,1,1,0,0,0
599,2013,51,1199.0,73.9,4411,39767,0,1,0,0,0,1,1,0,0,0
600,2016,57,1248.0,88.5,13538,13395,0,1,0,0,0,1,1,0,0,0
601,2013,44,1995.0,184.0,25480,23301,0,1,0,0,1,0,1,0,0,0
602,2016,49,814.0,55.2,6008,8747,0,0,0,1,0,1,1,0,0,0
603,2009,39,1497.0,118.0,3194,43495,0,0,0,1,0,1,1,0,0,0
604,2011,30,2354.0,177.6,6526,33750,0,0,0,1,0,1,0,0,1,0
605,2009,32,2498.0,112.0,5856,56398,0,1,0,0,0,1,1,0,0,0
606,2009,31,1995.0,170.0,13690,85127,0,1,0,0,1,0,0,0,1,0
607,2013,39,1497.0,116.3,6845,78914,0,0,0,1,0,1,0,0,1,0
608,2016,37,2179.0,140.0,18954,32239,0,1,0,0,0,1,1,0,0,0
609,2014,50,1396.0,88.76,7073,41884,0,1,0,0,0,1,1,0,0,0
610,2014,30,2982.0,168.5,31185,66999,0,1,0,0,0,1,1,0,0,0
611,2006,31,2523.0,63.0,4411,51233,0,1,0,0,0,1,1,0,0,0
612,2007,37,1298.0,85.0,2205,18915,0,0,0,1,0,1,1,0,0,0
613,2016,48,1496.0,113.98,44875,6835,0,1,0,0,1,0,1,0,0,0
614,2015,36,1968.0,174.33,38030,37903,0,1,0,0,1,0,1,0,0,0
615,2013,39,1197.0,80.0,5324,30107,0,0,0,1,0,1,0,0,1,0
616,2017,33,2179.0,154.0,17113,22990,0,1,0,0,0,1,1,0,0,0
617,2017,51,1498.0,98.6,16413,20038,0,1,0,0,0,1,1,0,0,0
618,2013,45,1968.0,138.03,8975,36039,0,1,0,0,0,1,1,0,0,0
619,2017,44,1197.0,81.86,7788,17622,0,0,0,1,0,1,1,0,0,0
620,2017,49,1197.0,81.8,8670,4349,0,0,0,1,0,1,1,0,0,0
621,2016,42,1995.0,190.0,54520,12214,0,1,0,0,1,0,1,0,0,0
622,2007,32,1299.0,70.0,1901,57166,0,0,0,1,0,1,1,0,0,0
623,2013,47,1197.0,78.9,4031,15534,0,0,0,1,0,1,1,0,0,0
624,2016,52,1582.0,126.3,13980,23538,0,1,0,0,0,1,1,0,0,0
625,2014,37,1995.0,181.0,35748,43079,0,1,0,0,1,0,1,0,0,0
626,2011,28,1796.0,185.0,19015,37903,0,0,0,1,1,0,1,0,0,0
627,2010,43,1199.0,79.4,2281,21747,0,0,0,1,0,1,0,0,1,0
628,2012,35,2179.0,140.0,12321,45018,0,1,0,0,0,1,1,0,0,0
629,2017,66,1248.0,88.5,14831,22606,0,1,0,0,0,1,1,0,0,0
630,2017,46,2143.0,201.15,57699,15881,0,1,0,0,1,0,1,0,0,0
631,2005,38,1497.0,78.0,2981,62137,0,0,0,1,1,0,0,0,0,1
632,2015,27,2982.0,169.0,31185,58408,0,1,0,0,1,0,1,0,0,0
633,2011,56,998.0,67.1,4183,39989,0,0,0,1,0,1,1,0,0,0
634,2017,22,1999.0,237.4,114091,6525,0,0,0,1,1,0,1,0,0,0
635,2009,51,1396.0,90.0,4259,29204,0,1,0,0,0,1,1,0,0,0
636,2017,37,1497.0,117.3,14071,11184,0,0,0,1,1,0,1,0,0,0
637,2007,31,1794.0,125.0,4563,55302,0,0,0,1,0,1,1,0,0,0
638,2014,41,1968.0,174.33,36341,31046,0,1,0,0,1,0,1,0,0,0
639,2014,30,2494.0,100.6,19395,21747,0,1,0,0,0,1,1,0,0,0
640,2014,56,1120.0,70.0,6313,39767,0,1,0,0,0,1,1,0,0,0
641,2013,34,1598.0,105.0,7073,22369,0,0,0,1,1,0,1,0,0,0
642,2012,30,2494.0,102.0,13538,48839,0,1,0,0,0,1,1,0,0,0
643,2008,39,1493.0,110.0,2281,105633,0,1,0,0,0,1,0,0,1,0
644,2015,54,1248.0,73.94,4974,40389,0,1,0,0,0,1,0,0,1,0
645,2008,28,2967.0,241.4,27381,74750,0,1,0,0,1,0,0,0,1,0
646,2016,43,1197.0,81.83,9583,13048,0,0,0,1,0,1,1,0,0,0
647,2017,57,1248.0,88.5,17204,11251,0,1,0,0,0,1,1,0,0,0
648,2014,40,1497.0,117.3,9370,36292,0,0,0,1,0,1,1,0,0,0
649,2014,48,1373.0,91.1,9127,30757,0,0,0,1,0,1,1,0,0,0
650,2013,41,1498.0,99.6,8260,23114,0,0,0,1,1,0,1,0,0,0
651,2012,51,1199.0,73.9,7073,38525,0,1,0,0,0,1,1,0,0,0
652,2015,48,1248.0,88.8,11409,36660,0,1,0,0,0,1,1,0,0,0
653,2015,62,1248.0,74.0,9507,37282,0,1,0,0,0,1,1,0,0,0
654,2007,34,2143.0,170.0,14071,24256,0,1,0,0,1,0,1,0,0,0
655,2013,45,1198.0,86.8,4791,10565,0,0,0,1,0,1,1,0,0,0
656,2008,37,1086.0,66.7,3498,49958,0,0,0,1,0,1,1,0,0,0
