,Year,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Price,Miles_Driven
416,2018,Petrol,Automatic,First,50,1197.0,83.1,15044,7972
417,2012,Diesel,Automatic,First,47,1968.0,138.1,10009,88866
418,2018,Petrol,Manual,First,49,814.0,55.2,6176,8141
419,2019,Diesel,Manual,First,47,1461.0,108.45,20338,15503
420,2011,Diesel,Automatic,First,38,2993.0,258.0,39277,35935
421,2016,Petrol,Manual,First,53,796.0,47.3,5689,21292
422,2015,Diesel,Automatic,Second,39,1984.0,150.0,33466,20505
423,2007,Petrol,Manual,First,44,998.0,67.1,2205,34237
424,2008,Petrol,Manual,First,41,1497.0,78.0,3042,24854
425,2017,CNG,Manual,First,35,1196.0,73.0,7149,19785
426,2014,Petrol,Manual,First,32,1399.0,98.79,5704,9320
427,2016,Diesel,Manual,First,37,2523.0,62.1,11713,51422
428,2014,Petrol,Manual,First,49,814.0,55.2,3955,12800
429,2017,Petrol,Automatic,First,30,1591.0,121.3,20947,18611
430,2017,Petrol,Manual,Second,37,1598.0,103.5,10800,9320
431,2008,Petrol,Automatic,Second,30,1799.0,130.0,4031,38486
432,2014,Diesel,Manual,First,52,1248.0,74.0,3803,41631
433,2013,Diesel,Manual,First,37,2179.0,140.0,11454,38321
434,2017,Petrol,Manual,First,43,1197.0,81.83,12139,16270
435,2014,Diesel,Automatic,Second,33,1968.0,174.3,59327,23612
436,2011,Petrol,Manual,Second,43,1197.0,85.8,3422,41631
437,2010,Petrol,Manual,Second,30,1999.0,114.0,5856,41010
438,2015,Diesel,Manual,First,30,2494.0,102.0,20536,50258
439,2016,Diesel,Manual,First,64,793.0,47.0,5324,49845
440,2018,Diesel,Manual,First,59,1248.0,88.5,13569,8029
441,2016,Diesel,Automatic,First,35,1968.0,181.0,30987,53836
442,2016,Diesel,Automatic,First,51,1995.0,190.0,55524,11952
443,2016,Diesel,Automatic,First,26,4134.0,335.2,74402,31691
444,2016,Petrol,Manual,First,43,1197.0,81.83,10952,4225
445,2012,Diesel,Manual,First,44,1461.0,108.45,9112,51417
446,2016,Diesel,Manual,First,57,1120.0,71.0,7986,31689
447,2014,Diesel,Manual,First,53,1498.0,89.84,9887,19551
448,2013,Petrol,Manual,First,38,1198.0,73.9,6693,47519
449,2017,Diesel,Manual,First,56,1120.0,70.0,6997,8699
450,2013,Diesel,Manual,First,49,1248.0,88.8,4487,29204
451,2011,Petrol,Manual,First,39,1497.0,118.0,4959,30115
452,2008,Petrol,Manual,Second,42,1086.0,62.1,3377,28583
453,2012,Diesel,Manual,First,30,2494.0,100.0,15972,101074
454,2017,Diesel,Manual,First,66,1248.0,88.5,12565,15622
455,2013,Diesel,Manual,First,29,2982.0,169.0,21981,42874
456,2018,Petrol,Automatic,First,29,1950.0,191.34,78236,16407
457,2014,Diesel,Manual,First,37,2148.0,170.0,34988,27961
458,2012,Diesel,Manual,First,41,1968.0,108.49,8366,39944
459,2015,Petrol,Manual,First,44,1197.0,82.0,6845,16777
460,2018,Petrol,Manual,First,42,1196.0,86.8,10344,2285
461,2013,Petrol,Manual,First,39,1395.0,138.02,13310,13048
462,2015,Diesel,Manual,Second,46,1461.0,83.8,10648,41631
463,2015,Diesel,Automatic,Second,36,1999.0,177.0,50960,14912
464,2011,Diesel,Manual,Second,47,1399.0,68.0,3422,46602
465,2008,Diesel,Automatic,Second,30,2953.0,156.0,6449,111225
466,2017,Diesel,Manual,First,29,2982.0,168.5,43233,29327
467,2012,Diesel,Manual,First,51,1199.0,73.9,4183,32311
468,2011,Diesel,Manual,First,54,1248.0,73.94,4563,56544
469,2013,Diesel,Manual,First,54,1461.0,63.1,5400,37282
470,2013,Diesel,Manual,First,52,1582.0,126.32,7301,23533
471,2011,Petrol,Automatic,First,25,2497.0,150.0,20536,19262
472,2017,Diesel,Automatic,First,25,2987.0,258.0,85188,80156
473,2004,Petrol,Automatic,First,28,2354.0,187.4,6069,48466
474,2016,Diesel,Automatic,First,40,1582.0,126.2,23578,19883
475,2010,Petrol,Manual,Second,46,1086.0,68.05,3529,36660
476,2016,Diesel,Automatic,First,47,2143.0,136.0,28264,22019
477,2014,Petrol,Manual,First,37,1373.0,93.7,8366,60894
478,2006,Diesel,Manual,Second,43,1896.0,66.0,4867,44738
479,2015,Petrol,Manual,First,42,1198.0,86.7,6084,49088
480,2004,Petrol,Manual,First,40,993.0,60.0,2433,18019
481,2013,Petrol,Manual,First,36,1586.0,103.3,6313,41017
482,2014,Petrol,Automatic,First,38,1198.0,86.8,6465,21747
483,2011,Petrol,Manual,First,44,998.0,67.1,3955,46602
484,2008,Petrol,Automatic,Second,28,2362.0,164.7,5217,49709
485,2012,Petrol,Manual,First,43,1199.0,79.4,3879,20329
486,2017,Diesel,Automatic,First,29,2982.0,168.5,48679,15534
487,2014,Diesel,Manual,First,53,1498.0,89.84,9507,49088
488,2010,Diesel,Manual,Second,41,1248.0,75.0,5476,53437
489,2010,Diesel,Automatic,First,31,2987.0,282.0,28142,85127
490,2015,Petrol,Manual,Second,40,1497.0,117.3,6465,15534
491,2017,Petrol,Manual,Second,44,1197.0,82.0,7301,5281
492,2015,Diesel,Automatic,First,37,2179.0,140.0,19775,21126
493,2012,Petrol,Manual,Second,34,1598.0,105.0,3422,25867
494,2009,Petrol,Manual,First,42,1086.0,62.1,3498,49850
495,2019,Petrol,Manual,First,35,1591.0,121.3,20627,5335
496,2017,Diesel,Manual,First,36,1997.0,120.0,18634,18641
497,2013,Diesel,Manual,First,48,1598.0,103.5,5719,39883
498,2015,Diesel,Manual,First,44,1461.0,108.45,13052,47489
499,2011,Diesel,Automatic,First,27,2993.0,245.0,41833,46602
500,2013,Petrol,Manual,First,41,1496.0,88.73,7530,16823
501,2012,Petrol,Manual,First,52,998.0,67.04,5020,18641
502,2016,Petrol,Manual,First,37,1591.0,121.3,12169,43144
503,2014,Petrol,Manual,First,54,998.0,67.04,4244,34796
504,2017,Diesel,Automatic,First,29,2179.0,187.7,69428,30618
505,2014,Petrol,Manual,First,43,1199.0,76.8,3879,5405
506,2014,Petrol,Manual,Second,59,624.0,37.5,1521,11184
507,2017,Diesel,Automatic,First,41,1968.0,174.33,57137,25501
508,2009,Diesel,Automatic,Second,25,2987.0,198.5,14132,49997
509,2019,Petrol,Manual,First,51,1197.0,81.8,9690,12841
510,2013,Petrol,Manual,First,34,1368.0,112.0,4533,37458
511,2017,Petrol,Manual,First,47,1197.0,81.8,8747,19694
512,2010,Diesel,Manual,First,27,2982.0,171.0,19775,62137
513,2014,Petrol,Manual,First,37,1373.0,93.7,10344,8302
514,2010,Petrol,Automatic,First,28,1995.0,154.0,15957,30070
515,2014,Petrol,Manual,First,37,1373.0,93.7,8518,29452
516,2010,Petrol,Automatic,Second,39,1497.0,118.0,4335,42874
517,2013,Diesel,Manual,First,34,2199.0,194.3,12717,40561
518,2005,Diesel,Manual,First,39,1405.0,70.0,1521,67108
519,2010,Petrol,Automatic,Second,25,2497.0,204.0,16353,31469
520,2011,Diesel,Manual,First,45,1248.0,73.9,5856,80779
521,2012,Diesel,Manual,First,41,1399.0,67.0,4563,66486
522,2015,Petrol,Automatic,First,42,1497.0,117.3,14603,26066
523,2012,Diesel,Manual,First,30,2982.0,168.5,20156,67729
524,2016,Petrol,Manual,First,42,1198.0,86.7,8747,5592
525,2014,Diesel,Manual,First,53,1396.0,88.73,10268,27278
526,2013,Diesel,Manual,Second,42,1248.0,73.8,7377,39767
527,2019,Petrol,Automatic,First,0,1950.0,181.43,59312,8195
528,2009,Petrol,Automatic,First,29,1586.0,103.2,4335,48250
529,2012,Diesel,Manual,First,30,2494.0,100.0,14466,34175
530,2012,Diesel,Automatic,Second,43,1995.0,177.0,28142,37220
531,2015,Diesel,Manual,First,44,1461.0,108.45,10268,45695
532,2017,Diesel,Automatic,First,48,1995.0,190.0,44723,19663
533,2009,Petrol,Manual,First,41,1497.0,78.0,5004,43303
534,2016,Diesel,Manual,First,66,1248.0,88.5,14451,25476
535,2010,Petrol,Manual,Second,41,1298.0,85.8,3346,67853
536,2012,Diesel,Manual,First,35,2179.0,140.0,9887,49709
537,2007,Petrol,Manual,First,31,1799.0,130.0,7453,31689
538,2013,Diesel,Manual,Second,59,1248.0,88.5,10268,65243
539,2013,Diesel,Manual,First,55,1364.0,67.04,5780,111225
540,2013,Petrol,Automatic,First,23,1984.0,207.8,44875,7518
541,2017,Diesel,Manual,First,49,1498.0,108.4,15972,19262
542,2015,Diesel,Manual,First,47,1498.0,88.8,9431,31068
543,2009,Diesel,Automatic,First,39,1896.0,105.0,7606,29825
544,2007,Diesel,Manual,First,45,1461.0,65.0,3498,21747
545,2016,Diesel,Automatic,First,26,2755.0,171.5,25860,62261
546,2014,Diesel,Automatic,First,44,1995.0,184.0,38791,29204
547,2015,Diesel,Manual,First,64,1498.0,98.6,8594,39545
548,2015,Diesel,Manual,First,60,1498.0,98.6,8518,38866
549,2015,Diesel,Automatic,First,38,2179.0,187.7,45606,23201
550,2016,Diesel,Manual,First,62,1248.0,74.0,11241,23898
551,2018,Diesel,Manual,First,40,1956.0,170.0,28903,18019
552,2010,Petrol,Manual,First,29,1794.0,132.0,7606,19262
553,2011,Petrol,Manual,First,39,1497.0,118.0,5096,26151
554,2013,Petrol,Manual,First,43,1197.0,85.8,6769,30447
555,2019,Diesel,Automatic,First,52,1582.0,126.32,12641,47994
556,2012,Diesel,Manual,Second,37,2523.0,62.1,9127,65243
557,2014,Diesel,Manual,First,53,1248.0,74.0,7986,21747
558,2012,Diesel,Automatic,First,41,1968.0,174.33,18711,125567
559,2004,Petrol,Manual,Third,32,1299.0,70.0,2281,80156
560,2018,Diesel,Manual,First,47,1498.0,88.0,12352,20851
561,2012,Diesel,Manual,First,31,2523.0,63.0,9309,37450
562,2017,Diesel,Manual,First,59,1498.0,98.6,16550,28189
563,2014,Petrol,Manual,First,42,1199.0,82.5,5324,5903
564,2016,Petrol,Manual,First,43,1197.0,81.83,9355,26322
565,2016,Diesel,Automatic,First,40,1995.0,184.0,50200,13048
566,2012,Diesel,Automatic,First,35,1995.0,177.0,20536,9444
567,2015,Diesel,Automatic,First,29,2982.0,168.5,26028,27147
568,2014,Diesel,Automatic,First,26,4134.0,335.2,45286,49663
569,2013,Diesel,Manual,First,48,1248.0,88.76,9051,32978
570,2015,Petrol,Manual,First,43,1197.0,80.0,8747,36660
571,2006,Petrol,Automatic,Second,23,3498.0,364.9,28903,29259
572,2014,Diesel,Manual,First,48,1461.0,83.8,7225,34175
573,2013,Diesel,Manual,Second,40,1493.0,100.0,5020,49976
574,2013,Diesel,Automatic,First,29,2982.0,168.5,25100,44696
575,2014,Diesel,Automatic,First,37,2993.0,258.0,66933,11806
576,2011,Diesel,Manual,First,45,1248.0,73.9,6678,50802
577,2018,Diesel,Manual,First,59,1248.0,74.0,9431,32317
578,2016,Petrol,Automatic,First,31,1984.0,177.01,36843,36631
579,2008,Diesel,Manual,Third,24,2835.0,107.2,8290,57787
580,2016,Diesel,Automatic,First,38,2179.0,187.7,66933,6213
581,2019,Diesel,Automatic,First,26,2755.0,171.5,37756,25273
582,2015,Diesel,Automatic,First,45,1968.0,141.0,17783,31068
583,2018,Petrol,Automatic,First,33,1798.0,138.03,30424,827
584,2010,Petrol,Manual,First,46,796.0,35.0,2205,37282
585,2018,Diesel,Automatic,First,42,2143.0,170.0,73779,6215
586,2016,Diesel,Automatic,First,50,1498.0,108.5,14375,15534
587,2015,Diesel,Manual,First,37,2179.0,140.0,19015,45360
588,2014,Diesel,Manual,First,48,1461.0,83.8,10496,37258
589,2012,Diesel,Manual,Second,52,1582.0,126.32,8823,44738
590,2016,Diesel,Automatic,First,34,2993.0,258.0,67785,13028
591,2015,Diesel,Manual,Second,36,2179.0,120.0,12930,21747
592,2017,Diesel,Manual,First,56,1582.0,126.2,16277,23646
593,2009,Diesel,Automatic,Second,28,2967.0,241.4,18254,58408
594,2010,Petrol,Manual,First,34,1150.0,76.0,3711,39914
595,2000,Diesel,Manual,First,31,2523.0,63.0,2966,77050
596,2014,Petrol,Manual,First,44,1197.0,82.0,6617,4598
597,2017,Diesel,Manual,First,32,2393.0,147.8,26621,32311
598,2015,Petrol,Manual,First,49,814.0,55.2,4411,42727
599,2013,Diesel,Manual,First,51,1199.0,73.9,4411,39767
600,2016,Diesel,Manual,First,57,1248.0,88.5,13538,13395
601,2013,Diesel,Automatic,First,44,1995.0,184.0,25480,23301
602,2016,Petrol,Manual,First,49,814.0,55.2,6008,8747
603,2009,Petrol,Manual,First,39,1497.0,118.0,3194,43495
604,2011,Petrol,Manual,Second,30,2354.0,177.6,6526,33750
605,2009,Diesel,Manual,First,32,2498.0,112.0,5856,56398
606,2009,Diesel,Automatic,Second,31,1995.0,170.0,13690,85127
607,2013,Petrol,Manual,Second,39,1497.0,116.3,6845,78914
608,2016,Diesel,Manual,First,37,2179.0,140.0,18954,32239
609,2014,Diesel,Manual,First,50,1396.0,88.76,7073,41884
610,2014,Diesel,Manual,First,30,2982.0,168.5,31185,66999
611,2006,Diesel,Manual,First,31,2523.0,63.0,4411,51233
612,2007,Petrol,Manual,First,37,1298.0,85.0,2205,18915
613,2016,Diesel,Automatic,First,48,1496.0,113.98,44875,6835
614,2015,Diesel,Automatic,First,36,1968.0,174.33,38030,37903
615,2013,Petrol,Manual,Second,39,1197.0,80.0,5324,30107
616,2017,Diesel,Manual,First,33,2179.0,154.0,17113,22990
617,2017,Diesel,Manual,First,51,1498.0,98.6,16413,20038
618,2013,Diesel,Manual,First,45,1968.0,138.03,8975,36039
619,2017,Petrol,Manual,First,44,1197.0,81.86,7788,17622
620,2017,Petrol,Manual,First,49,1197.0,81.8,8670,4349
621,2016,Diesel,Automatic,First,42,1995.0,190.0,54520,12214
622,2007,Petrol,Manual,First,32,1299.0,70.0,1901,57166
623,2013,Petrol,Manual,First,47,1197.0,78.9,4031,15534
624,2016,Diesel,Manual,First,52,1582.0,126.3,13980,23538
625,2014,Diesel,Automatic,First,37,1995.0,181.0,35748,43079
626,2011,Petrol,Automatic,First,28,1796.0,185.0,19015,37903
627,2010,Petrol,Manual,Second,43,1199.0,79.4,2281,21747
628,2012,Diesel,Manual,First,35,2179.0,140.0,12321,45018
629,2017,Diesel,Manual,First,66,1248.0,88.5,14831,22606
630,2017,Diesel,Automatic,First,46,2143.0,201.15,57699,15881
631,2005,Petrol,Automatic,Third,38,1497.0,78.0,2981,62137
632,2015,Diesel,Automatic,First,27,2982.0,169.0,31185,58408
633,2011,Petrol,Manual,First,56,998.0,67.1,4183,39989
634,2017,Petrol,Automatic,First,22,1999.0,237.4,114091,6525
635,2009,Diesel,Manual,First,51,1396.0,90.0,4259,29204
636,2017,Petrol,Automatic,First,37,1497.0,117.3,14071,11184
637,2007,Petrol,Manual,First,31,1794.0,125.0,4563,55302
638,2014,Diesel,Automatic,First,41,1968.0,174.33,36341,31046
639,2014,Diesel,Manual,First,30,2494.0,100.6,19395,21747
640,2014,Diesel,Manual,First,56,1120.0,70.0,6313,39767
641,2013,Petrol,Automatic,First,34,1598.0,105.0,7073,22369
642,2012,Diesel,Manual,First,30,2494.0,102.0,13538,48839
643,2008,Diesel,Manual,Second,39,1493.0,110.0,2281,105633
644,2015,Diesel,Manual,Second,54,1248.0,73.94,4974,40389
645,2008,Diesel,Automatic,Second,28,2967.0,241.4,27381,74750
646,2016,Petrol,Manual,First,43,1197.0,81.83,9583,13048
647,2017,Diesel,Manual,First,57,1248.0,88.5,17204,11251
648,2014,Petrol,Manual,First,40,1497.0,117.3,9370,36292
649,2014,Petrol,Manual,First,48,1373.0,91.1,9127,30757
650,2013,Petrol,Automatic,First,41,1498.0,99.6,8260,23114
651,2012,Diesel,Manual,First,51,1199.0,73.9,7073,38525
652,2015,Diesel,Manual,First,48,1248.0,88.8,11409,36660
653,2015,Diesel,Manual,First,62,1248.0,74.0,9507,37282
654,2007,Diesel,Automatic,First,34,2143.0,170.0,14071,24256
655,2013,Petrol,Manual,First,45,1198.0,86.8,4791,10565
656,2008,Petrol,Manual,First,37,1086.0,66.7,3498,49958
657,2012,Diesel,Manual,First,52,1582.0,126.32,7986,46727
658,2017,Diesel,Manual,First,66,1248.0,88.5,11257,25611
659,2006,Petrol,Manual,Second,32,1299.0,70.0,2357,61076
660,2017,Petrol,Manual,Second,38,1199.0,74.0,9127,33554
661,2016,Petrol,Manual,First,43,1199.0,88.7,8975,10797
662,2013,Diesel,Manual,Second,60,1498.0,98.6,7149,21002
663,2015,Diesel,Manual,First,53,1396.0,88.73,9887,53535
664,2012,Diesel,Manual,First,49,1248.0,73.9,5400,91232
665,2014,Petrol,Manual,First,39,1497.0,116.3,10800,34175
666,2010,Petrol,Manual,First,30,1798.0,160.0,9127,33114
667,2017,Diesel,Manual,First,57,1248.0,88.5,12154,23612
668,2009,Petrol,Manual,Second,39,1197.0,80.0,6237,39767
669,2017,Petrol,Automatic,First,56,998.0,67.1,6008,15570
670,2016,Petrol,Manual,First,49,814.0,55.2,6662,22804
671,2011,Petrol,Manual,First,47,1197.0,78.9,4183,21747
672,2016,Petrol,Automatic,First,42,3498.0,306.0,84488,14125
673,2014,Diesel,Automatic,First,43,1968.0,187.74,44115,29825
674,2013,Diesel,Manual,First,53,1498.0,98.59,10040,38577
675,2012,Diesel,Automatic,First,33,1968.0,140.0,10633,24403
676,2017,Diesel,Manual,First,32,2393.0,147.8,28522,40263
677,2010,Diesel,Manual,Third,47,1399.0,68.0,1947,62138
678,2006,Petrol,Manual,Third,34,1399.0,92.7,1825,48466
679,2013,Petrol,Manual,First,43,1197.0,85.8,6556,35863
680,2011,Diesel,Automatic,First,29,2179.0,147.51,25100,67729
681,2017,Petrol,Manual,First,44,1197.0,82.0,8579,46301
682,2017,Diesel,Automatic,First,25,3198.0,197.2,47340,31369
683,2013,Diesel,Automatic,First,30,1968.0,167.6,38730,8358
684,2017,Petrol,Manual,First,40,1591.0,121.3,11987,23418
685,2017,Diesel,Automatic,First,30,2143.0,204.0,54763,21126
686,2014,Diesel,Automatic,First,0,2987.0,165.0,45636,74564
687,2008,Petrol,Manual,Second,41,1298.0,85.8,4335,39767
688,2011,Petrol,Manual,First,30,1343.0,90.0,5324,62137
689,2014,Diesel,Manual,First,48,1461.0,83.8,11409,46602
690,2012,Diesel,Automatic,First,34,2143.0,170.0,28903,53437
691,2015,Diesel,Automatic,First,37,2993.0,258.0,82145,42874
692,2015,Petrol,Manual,First,44,1197.0,82.0,7149,25924
693,2017,Petrol,Automatic,First,51,1197.0,81.8,12930,8077
694,2013,Diesel,Automatic,First,37,1995.0,181.0,25860,24232
695,2017,Petrol,Manual,First,53,796.0,47.3,5339,33709
696,2013,Diesel,Automatic,Second,40,1968.0,174.33,29663,28570
697,2012,Petrol,Automatic,Second,31,1598.0,181.0,25860,22990
698,2015,Diesel,Automatic,Second,28,2967.0,241.4,65944,29193
699,2012,Diesel,Manual,First,59,936.0,57.6,4031,25289
700,2015,Petrol,Manual,First,48,998.0,67.04,5354,27233
701,2016,Diesel,Manual,First,44,1461.0,108.5,9507,32932
702,2015,Diesel,Automatic,First,44,1995.0,184.0,37650,62137
703,2015,Petrol,Manual,First,49,1197.0,83.14,7986,11806
704,2016,Diesel,Manual,First,41,1968.0,108.5,16733,52195
705,2018,Petrol,Automatic,First,36,1499.0,110.4,13843,23382
706,2010,Petrol,Manual,First,43,1197.0,80.0,4943,42075
707,2017,Diesel,Manual,First,35,1248.0,88.5,12930,19883
708,2010,Petrol,Manual,First,38,1599.0,103.2,4715,31689
709,2015,Diesel,Automatic,First,44,1995.0,184.0,30211,36281
710,2017,Diesel,Manual,First,56,1186.0,73.97,7453,8699
711,2014,Petrol,Manual,Second,40,1497.0,117.3,8670,34683
712,2012,Diesel,Manual,First,59,1248.0,74.0,4411,32461
713,2018,Diesel,Manual,First,64,1248.0,74.0,11911,15803
714,2015,Diesel,Manual,First,32,2179.0,138.1,12397,25234
715,2008,Petrol,Manual,Second,31,1495.0,94.0,3042,44738
716,2016,Diesel,Manual,First,59,1248.0,74.0,9507,33946
717,2016,Petrol,Automatic,First,51,624.0,37.48,4852,15497
718,2017,Diesel,Manual,First,59,1248.0,88.5,11789,39729
719,2014,Petrol,Automatic,Second,54,998.0,67.04,4867,21880
720,2015,Diesel,Manual,First,59,1248.0,74.0,7453,39146
721,2012,Petrol,Manual,First,35,1598.0,103.6,5780,75420
722,2009,Diesel,Automatic,First,36,1896.0,105.0,6084,62739
723,2014,Diesel,Automatic,Second,48,1496.0,113.98,35748,37282
724,2008,Diesel,Manual,First,40,1396.0,53.5,1749,48249
725,2015,Petrol,Automatic,First,42,1497.0,117.3,16200,11778
726,2016,Diesel,Automatic,First,38,2179.0,187.7,54277,29749
727,2017,Diesel,Automatic,First,35,2143.0,204.0,48587,26947
728,2011,Diesel,Manual,Third,43,1991.0,147.9,6389,45360
729,2015,Diesel,Manual,First,35,2179.0,140.0,15060,44743
730,2014,Petrol,Automatic,First,27,1796.0,186.0,23518,35280
731,2018,Petrol,Manual,First,42,1199.0,88.7,12869,12442
732,2013,Petrol,Manual,First,39,1496.0,88.73,4943,26161
733,2012,Petrol,Manual,First,46,796.0,46.3,3955,41723
734,2016,Petrol,Manual,First,47,1197.0,81.8,7910,23491
735,2009,Petrol,Manual,Third,44,998.0,66.1,2738,52816
736,2011,Petrol,Manual,First,59,624.0,37.48,2433,21747
737,2015,Diesel,Manual,First,59,1498.0,99.0,3803,44760
738,2011,Petrol,Manual,First,37,1368.0,90.0,3803,30136
739,2017,Petrol,Manual,First,42,1196.0,86.8,10192,17929
740,2005,Petrol,Manual,First,36,1590.0,94.0,1825,57445
741,2016,Diesel,Automatic,First,44,1995.0,184.0,54079,8917
742,2017,Diesel,Manual,First,42,1998.0,163.7,11789,31743
743,2005,Diesel,Manual,First,29,2609.0,116.6,2951,31068
744,2016,Diesel,Manual,First,58,1396.0,69.0,3346,45360
745,2011,Diesel,Automatic,First,42,1991.0,147.9,5780,37282
746,2016,Diesel,Manual,First,30,2494.0,102.0,23807,31068
747,2018,Diesel,Automatic,First,45,2143.0,167.62,60042,22864
748,2011,Petrol,Manual,Second,43,1197.0,85.8,2281,31068
749,2013,Diesel,Manual,First,30,2494.0,102.0,13462,58408
750,2013,Diesel,Manual,Second,29,2982.0,168.5,27229,45981
751,2014,Petrol,Automatic,Second,39,1197.0,78.9,7727,25486
752,2012,Diesel,Manual,First,52,1582.0,126.32,9507,41631
753,2015,Diesel,Automatic,First,36,1968.0,174.33,34607,47800
754,2010,Petrol,Manual,First,43,1199.0,79.4,2220,10617
755,2007,Diesel,Manual,Second,41,1399.0,68.0,3118,70095
756,2014,Diesel,Manual,First,47,1399.0,68.0,6206,46590
757,2014,Petrol,Automatic,First,54,998.0,67.04,6921,27713
758,2013,Diesel,Automatic,First,47,2143.0,107.3,21297,22990
759,2016,Petrol,Manual,First,37,1591.0,121.3,16581,13048
760,2010,Petrol,Manual,First,44,998.0,67.1,3726,50483
761,2013,Diesel,Automatic,First,23,2148.0,170.0,24035,43495
762,2017,Petrol,Manual,First,44,1499.0,110.4,12550,2496
763,2013,Diesel,Automatic,Second,32,1995.0,148.0,12930,43495
764,2016,Diesel,Manual,First,37,2179.0,140.0,23639,35127
765,2013,Petrol,Manual,First,39,796.0,34.2,3574,16699
766,2015,Petrol,Manual,First,52,998.0,67.04,6571,45110
767,2008,Diesel,Manual,Second,30,2499.0,141.0,5932,127381
768,2011,Diesel,Manual,Second,52,1582.0,126.32,7910,60894
769,2018,Petrol,Manual,First,43,1197.0,81.83,8899,12116
770,2013,Petrol,Manual,Second,37,1373.0,93.7,9507,42253
771,2019,Diesel,Automatic,First,32,2179.0,155.0,26819,12212
772,2017,Diesel,Manual,First,55,1248.0,88.5,14831,16155
773,2015,Petrol,Automatic,First,42,3498.0,306.0,83667,6213
774,2011,Diesel,Manual,First,51,1199.0,73.9,6237,46615
775,2011,Diesel,Manual,First,29,2982.0,168.5,18239,97555
776,2017,Diesel,Manual,First,37,2179.0,140.0,20597,27199
777,2016,Diesel,Automatic,First,42,2143.0,201.15,85188,13048
778,2016,Petrol,Manual,First,43,1199.0,88.7,9887,14465
779,2013,Diesel,Manual,First,55,1248.0,74.0,7225,54680
780,2014,Petrol,Manual,First,40,1591.0,121.3,8518,41631
781,2017,Diesel,Automatic,First,25,3198.0,197.0,44419,37056
782,2018,Petrol,Manual,First,43,1197.0,81.83,9659,6835
783,2013,Petrol,Manual,First,39,1497.0,116.3,7530,37697
784,2018,Diesel,Manual,First,64,1498.0,98.6,12930,7456
785,2013,Petrol,Manual,First,40,1591.0,121.3,6845,21747
786,2015,Diesel,Manual,First,56,1498.0,98.6,8366,40389
787,2013,Diesel,Manual,First,48,1248.0,88.8,9979,24810
788,2014,Petrol,Manual,First,56,998.0,67.1,3498,30447
